Date,Ticker,Market,Close,rsi_14,price_sma50_ratio,obv_zscore_50,macd_norm,macd_signal_norm,bb_pct_b,bb_width,atr_pct,return_1d,return_5d,return_10d,volatility_10d,volume_ratio_20d
2023-03-07,SCOM,Kenya,22.55,25.531914893616985,,,-0.005717066048486422,-0.0011865826620890527,-0.12580174075641365,0.0662274779520665,0.021381057966423842,-0.019565217391304346,-0.019565217391304346,-0.04042553191489362,0.011269639614275791,0.8245117129875494
2023-03-08,SCOM,Kenya,20.95,15.189873417721472,,,-0.014449073250100248,-0.003911578431599358,-0.38876683045114335,0.11661939371928028,0.028128196385952972,-0.07095343680709543,-0.10085836909871249,-0.10660980810234544,0.023898558330961946,6.180243649313795
2023-03-09,SCOM,Kenya,20.95,15.584415584415538,,,-0.02078364207026026,-0.007285991159331539,-0.16512025889399368,0.14698176749492806,0.03136720081827483,0.0,-0.10278372591006435,-0.10851063829787233,0.023778148792042913,4.765540754244274
2023-03-10,SCOM,Kenya,20.6,13.2530120481928,,,-0.027298542056152324,-0.011387534228240008,-0.10633153806148954,0.1749814425517475,0.03467406380027741,-0.01670644391408105,-0.12340425531914889,-0.11965811965811957,0.0237025084824101,0.2388732375710001
2023-03-13,SCOM,Kenya,19.6,11.0,,,-0.037508273910780425,-0.017076479480186462,-0.15100550808304036,0.21674823442588861,0.04026967930029157,-0.04854368932038833,-0.14782608695652166,-0.16059957173447537,0.025909711983428372,0.5251475919887003
2023-03-14,SCOM,Kenya,19.1,10.09174311926607,-0.1679372685689391,-0.9405795571403928,-0.04722850616085713,-0.023464507423235498,-0.09392813992054497,0.2599633640829182,0.04263275991024685,-0.025510204081632626,-0.1529933481152993,-0.16956521739130426,0.026030417624108487,0.5693147035034019
2023-03-15,SCOM,Kenya,18.0,7.692307692307679,-0.21170184812122272,-1.4634028600917373,-0.06168320710875403,-0.03225540105658628,-0.10973817821070705,0.31639086958354845,0.04900793650793654,-0.05759162303664933,-0.1408114558472553,-0.22746781115879833,0.026225095206930712,2.374036920997362
2023-03-16,SCOM,Kenya,17.0,6.756756756756772,-0.2509693338033133,-2.5481490498951613,-0.07885662111273796,-0.04309354629400891,-0.0940108050625819,0.3806824851929261,0.05693277310924373,-0.05555555555555558,-0.18854415274463,-0.271948608137045,0.02589593017974941,4.447077920069203
2023-03-17,SCOM,Kenya,16.35,6.25,-0.2747837658017299,-3.9960135137943142,-0.09526264608027059,-0.054897925521774076,-0.04772249226102512,0.4440765845171101,0.063128003494976,-0.03823529411764692,-0.2063106796116505,-0.3042553191489361,0.02234622635317462,6.494848788906337
2023-03-20,SCOM,Kenya,17.95,22.702702702702695,-0.19987518944459315,-3.1662036446713553,-0.08814256571204872,-0.05763212683738496,0.16028865352298177,0.46529956639107173,0.061480302427377655,0.09785932721712531,-0.08418367346938782,-0.2195652173913044,0.047879419798419934,1.220362235223989
2023-03-21,SCOM,Kenya,18.95,28.140703517587923,-0.15197350756287487,-2.1880279867331147,-0.0793478503905219,-0.05954225300078766,0.28386840368249067,0.46997473503486115,0.06294760648322655,0.055710306406685284,-0.007853403141361404,-0.15964523281596454,0.05407928376474758,2.538690201310141
2023-03-22,SCOM,Kenya,19.1,28.855721393034813,-0.14230544703399317,-1.9640491750723057,-0.07398031619038227,-0.062055778185298484,0.31896483512863855,0.46968742332563024,0.0643231114435303,0.007915567282322122,0.061111111111111116,-0.08830548926014314,0.050819610655449966,0.38326438928095674
2023-03-23,SCOM,Kenya,19.0,27.5,-0.143989908091548,-2.0294948362460175,-0.07020534818674044,-0.06394697967268288,0.3283835471549194,0.4655914183932408,0.0656015037593985,-0.005235602094240899,0.11764705882352944,-0.0930787589498806,0.05075420901151305,0.5921929297860361
2023-03-24,SCOM,Kenya,18.9,28.64583333333333,-0.14591712232816678,-2.416598893955941,-0.06691466468908418,-0.06481119172219672,0.3372455021548337,0.45874862864808974,0.06632653061224489,-0.0052631578947369695,0.1559633027522933,-0.08252427184466038,0.05067981012784108,1.8075275667606774
2023-03-27,SCOM,Kenya,18.85,29.891304347826093,-0.14574458442853244,-2.2954761248730646,-0.0636623623109747,-0.06471895622026466,0.35076026257006154,0.44781426394355106,0.06366047745358089,-0.002645502645502451,0.050139275766016844,-0.03826530612244894,0.04857898066454783,0.14480979355896562
2023-03-28,SCOM,Kenya,18.5,34.59119496855345,-0.15928198136787086,-2.2399355475896843,-0.06289876486732411,-0.06533444809787516,0.3316963426716822,0.4387444934399179,0.060231660231660225,-0.018567639257294544,-0.0237467018469657,-0.03141361256544506,0.04826784933568487,0.3516564421005673
2023-03-29,SCOM,Kenya,18.5,34.59119496855345,-0.1569449507838132,-2.106810875379161,-0.060640073411686084,-0.06439557316063733,0.3506272830167986,0.41894648045588606,0.05907335907335908,0.0,-0.03141361256544506,0.02777777777777768,0.04418206579868902,0.617922329313043
2023-03-30,SCOM,Kenya,18.0,33.95061728395062,-0.17778183811437964,-2.249329332293773,-0.062011373612814204,-0.06534974598797577,0.30843287466340785,0.3935020002464568,0.05952380952380952,-0.027027027027026973,-0.052631578947368474,0.05882352941176472,0.04072378764374971,0.8933172822538021
